xa	https://docs.python.org/3/library/sys.html	https://docs.python.org/3/tutorial/	5	1
xacml	https://datatracker.ietf.org/stream/ise/	https://docs.python.org/3/tutorial/	5	1
xaf	https://docs.python.org/3/library/hashlib.html	https://docs.python.org/3/tutorial/	2	1
xattr	https://docs.python.org/3/whatsnew/changelog.html	https://docs.python.org/3/tutorial/	1	2
xauth	https://datatracker.ietf.org/doc/recent	https://docs.python.org/3/tutorial/	5	1
xb	https://docs.python.org/3/library/lzma.html	https://docs.python.org/3/tutorial/	5	4
xb	https://docs.python.org/3/library/bz2.html	https://docs.python.org/3/tutorial/	5	2
xb	https://docs.python.org/3/library/compression.zstd.html	https://docs.python.org/3/tutorial/	5	2
xbase	https://github.com/trending	https://docs.python.org/3/tutorial/	5	1
xbcn	https://docs.python.org/3/library/hashlib.html	https://docs.python.org/3/tutorial/	2	1
xbd	https://github.com/python/cpython/blob/main/Doc/library/shutil.rst?plain=1	https://docs.python.org/3/tutorial/	5	1
xbd	https://pubs.opengroup.org/onlinepubs/7908799/xbd/envvar.html	https://docs.python.org/3/tutorial/	5	1
xbm	https://datatracker.ietf.org/doc/html/rfc1524	https://docs.python.org/3/tutorial/	4	1
xc	https://datatracker.ietf.org/person/moore@network-heretics.com	https://docs.python.org/3/tutorial/	3	1
xc	https://docs.python.org/3/library/sys.html	https://docs.python.org/3/tutorial/	5	1
xc	https://github.com/trending	https://docs.python.org/3/tutorial/	5	1
xcap	https://datatracker.ietf.org/liaison/	https://docs.python.org/3/tutorial/	5	3
xcap	https://datatracker.ietf.org/doc/downref	https://docs.python.org/3/tutorial/	5	2
xcast	https://datatracker.ietf.org/stream/ise/	https://docs.python.org/3/tutorial/	5	1
xcf	https://datatracker.ietf.org/ipr/	https://docs.python.org/3/tutorial/	5	1
xcframework	https://docs.python.org/3/whatsnew/changelog.html	https://docs.python.org/3/tutorial/	1	2
xcframeworks	https://docs.python.org/3/whatsnew/changelog.html	https://docs.python.org/3/tutorial/	1	1
xcfrg	https://github.com/github/site-policy/pull/582	https://docs.python.org/3/tutorial/	5	2
xcode	https://docs.python.org/3/whatsnew/changelog.html	https://docs.python.org/3/tutorial/	1	2
xcode	https://github.com/features/copilot	https://docs.python.org/3/tutorial/	3	2
xcode	https://www.w3schools.com/swift/default.asp	https://www.w3schools.com/	5	1
xcode	https://docs.python.org/3/library/intro.html	https://docs.python.org/3/tutorial/	5	1
xcompose	https://github.com/trending	https://docs.python.org/3/tutorial/	5	1
xcon	https://datatracker.ietf.org/liaison/	https://docs.python.org/3/tutorial/	5	5
xcon	https://datatracker.ietf.org/group/concluded/	https://docs.python.org/3/tutorial/	5	1
xcresulttool	https://docs.python.org/3/whatsnew/changelog.html	https://docs.python.org/3/tutorial/	1	1
xcss	https://github.com/github/site-policy/pull/582	https://docs.python.org/3/tutorial/	5	1
xctest	https://www.w3schools.com/swift/default.asp	https://www.w3schools.com/	5	1
xcu	https://pubs.opengroup.org/onlinepubs/7908799/xbd/envvar.html	https://docs.python.org/3/tutorial/	5	6
xcup	https://www.rfc-editor.org/rfc/rfc1123	https://docs.python.org/3/tutorial/	5	1
xcurses	https://pubs.opengroup.org/onlinepubs/7908799/xbd/envvar.html	https://docs.python.org/3/tutorial/	5	1
xcwd	https://www.rfc-editor.org/rfc/rfc1123	https://docs.python.org/3/tutorial/	5	1
xd	https://www.python.org/psf/donations/	https://docs.python.org/3/tutorial/	1	1
xdd	https://docs.python.org/3/library/hashlib.html	https://docs.python.org/3/tutorial/	2	1
xde	https://www.rfc-editor.org/rfc/rfc1340	https://docs.python.org/3/tutorial/	5	1
xde	https://datatracker.ietf.org/doc/html/rfc1700	https://docs.python.org/3/tutorial/	4	1
xdf	https://docs.python.org/3/library/codecs.html	https://docs.python.org/3/tutorial/	2	1
xdf	https://docs.python.org/3/library/hashlib.html	https://docs.python.org/3/tutorial/	2	1
xdi	https://www.rfc-editor.org/rfc/rfc1340	https://docs.python.org/3/tutorial/	5	2
xdi	https://datatracker.ietf.org/doc/html/rfc1700	https://docs.python.org/3/tutorial/	4	1
xdm	https://datatracker.ietf.org/liaison/	https://docs.python.org/3/tutorial/	5	1
xdmcp	https://www.rfc-editor.org/rfc/rfc1340	https://docs.python.org/3/tutorial/	5	2
xdmcp	https://datatracker.ietf.org/doc/html/rfc1700	https://docs.python.org/3/tutorial/	4	2
xdr	https://datatracker.ietf.org/doc/std	https://docs.python.org/3/tutorial/	5	1
xdrlib	https://docs.python.org/3/whatsnew/changelog.html	https://docs.python.org/3/tutorial/	1	1
xdrlib	https://docs.python.org/3/py-modindex.html	https://docs.python.org/3/tutorial/	1	1
xdsl	https://datatracker.ietf.org/liaison/	https://docs.python.org/3/tutorial/	5	5
xdsxdm	https://www.rfc-editor.org/rfc/rfc1340	https://docs.python.org/3/tutorial/	5	2
xdsxdm	https://datatracker.ietf.org/doc/html/rfc1700	https://docs.python.org/3/tutorial/	4	2
xebia	https://github.com/partners	https://docs.python.org/3/tutorial/	5	1
xebia	https://partner.github.com	https://docs.python.org/3/tutorial/	5	1
xebsd	https://www.w3schools.com/icons/icons_reference.asp	https://www.w3schools.com/	1	1
xedia	https://datatracker.ietf.org/doc/html/rfc1700	https://docs.python.org/3/tutorial/	4	1
xenix	https://datatracker.ietf.org/doc/html/rfc1700	https://docs.python.org/3/tutorial/	4	4
xenix	https://www.rfc-editor.org/rfc/rfc1340	https://docs.python.org/3/tutorial/	5	2
xenocom	https://www.rfc-editor.org/rfc/rfc1340	https://docs.python.org/3/tutorial/	5	2
