https://docs.python.org/3/tutorial/	878
https://www.python.org/	134
https://docs.python.org/3/tutorial/appetite.html	858
https://docs.python.org/3/bugs.html	773
https://docs.python.org/3/whatsnew/changelog.html	75402
https://docs.python.org/3/improve-page-nojs.html	178
https://docs.python.org/3/genindex.html	97
https://github.com/python/cpython/blob/main/Doc/tutorial/index.rst?plain=1	858
https://docs.python.org/3/py-modindex.html	2236
https://docs.python.org/3/index.html	359
https://docs.python.org/3/library/index.html	1859
https://docs.python.org/3/reference/index.html	422
https://docs.python.org/3/extending/index.html	638
https://docs.python.org/3/c-api/index.html	552
https://docs.python.org/3/glossary.html	9698
https://docs.python.org/3/tutorial/interpreter.html	1071
https://docs.python.org/3/tutorial/introduction.html	2486
https://docs.python.org/3/tutorial/controlflow.html	5156
https://docs.python.org/3/tutorial/datastructures.html	3252
https://docs.python.org/3/tutorial/modules.html	3345
https://docs.python.org/3/tutorial/inputoutput.html	2879
https://docs.python.org/3/tutorial/errors.html	3084
https://docs.python.org/3/tutorial/classes.html	5109
https://docs.python.org/3/tutorial/stdlib.html	1521
https://docs.python.org/3/tutorial/stdlib2.html	1890
https://docs.python.org/3/tutorial/venv.html	1082
https://docs.python.org/3/tutorial/whatnow.html	598
https://docs.python.org/3/tutorial/interactive.html	467
https://docs.python.org/3/tutorial/floatingpoint.html	1714
https://docs.python.org/3/tutorial/appendix.html	952
https://docs.python.org/3/copyright.html	170
https://www.w3schools.com/	1946
https://docs.python.org/license.html	7897
https://www.python.org/psf/donations/	136
https://www.w3schools.com	1946
https://docs.python.org/bugs.html	773
https://campus.w3schools.com/collections/course-catalog	2390
https://www.sphinx-doc.org/	732
https://order.w3schools.com/plans	439
https://profile.w3schools.com/log-in	1
https://docs.python.org/3/tutorial/index.html	878
https://www.w3schools.com/academy/index.php	3042
https://www.w3schools.com/spaces/index.php	2558
https://docs.python.org/3/contents.html	15055
https://docs.python.org/3/about.html	315
https://www.w3schools.com/bootcamp/index.php	2491
https://github.com/python/cpython/blob/main/Doc/tutorial/appetite.rst?plain=1	1199
https://spaces.w3schools.com	1
https://github.com/python/cpython/blob/main/Doc/bugs.rst?plain=1	1204
https://pathfinder.w3schools.com	5
https://profile.w3schools.com/logout	1
https://discuss.python.org/c/documentation/26	335
https://www.youtube.com/@w3schools	12
https://github.com/python/python-docs-theme	811
https://devguide.python.org/tracker/	11
https://github.com/python/cpython/issues?q=is%3Aissue+is%3Aopen+label%3Adocs	954
https://discord.com/invite/w3schools	1
https://devguide.python.org/docquality/	11
https://www.linkedin.com/company/w3schools.com/	1443
https://www.facebook.com/w3schoolscom/	1
https://devguide.python.org/documentation/translating/	11
https://www.instagram.com/w3schools.com_official/	1
https://www.w3schools.com/html/default.asp	2175
